"id",Market,Product Name,Price,Original Price,Discount,Image URL,Local Image Path
"930","Oba Market Narimanov","Lovbe Əl Sabunu 1000ml","1.99","2.99","33%","https://imageproxy.wolt.com/assets/690b180fa917603c057c5af9","images/lovbe__l_sabunu_1000ml_929.jpg"
"931","Oba Market Narimanov","Splat Whitening Plus Diş Macunu 80qr","1.49","2.99","50%","https://imageproxy.wolt.com/assets/690b1801a917603c057c5a88","images/splat_whitening_plus_di__macunu_80qr_930.jpg"
"932","Oba Market Narimanov","Safran Meyvə Qurusu 200qr","2.49","2.99","17%","https://imageproxy.wolt.com/assets/690b17f9a917603c057c5a52","images/safran_meyv__qurusu_200qr_931.jpg"
"933","Oba Market Narimanov","Klar Ağardıcı 2.5 L","1.99","2.99","33%","No image",""
"934","Oba Market Narimanov","Anata Contact Kakaolu Vafli 240qr","2.39","2.99","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/5f646af0-a3f7-11ee-8275-561e8a1f1c32_6261178052466_512_photoroom.jpg","images/anata_contact_kakaolu_vafli_240qr_933.jpg"
"935","Oba Market Narimanov","Splat Leçebnie Travi Diş Macunu 80qr","1.49","2.99","50%","https://imageproxy.wolt.com/assets/690b1802a917603c057c5a92","images/splat_le_ebnie_travi_di__macunu_80qr_934.jpg"
"936","Oba Market Narimanov","Aylar Tomat Pastası 700qr","2.49","2.99","17%","https://imageproxy.wolt.com/assets/690b1817a917603c057c5b34","images/aylar_tomat_pastas__700qr_935.jpg"
"937","Oba Market Narimanov","Derevenskaya Qatılaşdırılmış Süd 500qr","2.49","2.99","17%","https://imageproxy.wolt.com/assets/690b1817a917603c057c5b33","images/derevenskaya_qat_la_d_r_lm___s_d_500qr_936.jpg"
"938","Oba Market Narimanov","Lovbe Maye Qabyuyan 500qr","1.29","2.99","57%","No image",""
"939","Oba Market Narimanov","Xırdalan 9 Pivə Şüşə 500ml","2.65","3.10","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/66f6a23f86a34ceec78687fc/b09be6ba-920c-11ef-a7fa-06f57bd16678_681107.jpg","images/x_rdalan_9_piv_______500ml_938.jpg"
"940","Oba Market Narimanov","Safran Qara Kişmiş 200qr","2.69","3.19","16%","https://imageproxy.wolt.com/assets/6970c22131c080cd8a6ec3fa","images/safran_qara_ki_mi__200qr_939.jpg"
"941","Oba Market Narimanov","KitKat Chunky Duo Şokolad 64qr","2.39","3.29","27%","https://imageproxy.wolt.com/assets/6970c23631c080cd8a6ec46d","images/kitkat_chunky_duo__okolad_64qr_940.jpg"
"942","Oba Market Narimanov","Lalaley ChocoPie 230qr","2.49","3.29","24%","No image",""
"943","Oba Market Narimanov","Chamak Saray Peçenye 276qr","2.19","3.29","33%","https://wolt-menu-images-cdn.wolt.com/menu-images/611b9f5c209bfbf807f41e7f/0800c9ac-c012-11ee-8dcb-ba056f27bd4d_11111.png","images/chamak_saray_pe_enye_276qr_942.png"
"944","Oba Market Narimanov","Crystalex Limon Ətirli Qabyuyan Maye 450ml","2.19","3.35","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/443baa18-0ba8-11ef-b56d-8a86b91cb192_593153.jpg","images/crystalex_limon__tirli_qabyuyan_maye_450ml_943.jpg"
"945","Oba Market Narimanov","Nestle Tünd Şokolad 82qr","2.19","3.39","35%","https://imageproxy.wolt.com/assets/690b1804a917603c057c5aa4","images/nestle_t_nd__okolad_82qr_944.jpg"
"946","Oba Market Narimanov","Nestle Südlü Şokolad 82qr","2.19","3.39","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/604f1b91edd7ae05ebb52f33/92313548-9627-11eb-ad6d-d25194981330_nestle_s_okolad_90_qr_badaml__v__u_zu_mlu_.jpeg","images/nestle_s_dl___okolad_82qr_945.jpeg"
"947","Oba Market Narimanov","Mayonez Moskovskiy Provansal Domaşniy 55% 390ml","2.59","3.39","24%","https://imageproxy.wolt.com/assets/690b17fda917603c057c5a71","images/mayonez_moskovskiy_provansal_doma_niy_55__390ml_946.jpg"
"948","Oba Market Narimanov","Tuborg Green Pivə Dəmir Banka 450ml","2.95","3.45","14%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/68ce1c0a-0ba6-11ef-9121-e2ef3708e63e_208492.jpg","images/tuborg_green_piv__d_mir_banka_450ml_947.jpg"
"949","Oba Market Narimanov","Libresse Maxi Night Wing Qadın Bezi 8 ədədli","1.99","3.49","43%","https://imageproxy.wolt.com/assets/6970c22731c080cd8a6ec41c","images/libresse_maxi_night_wing_qad_n_bezi_8__d_dli_948.jpg"
"950","Oba Market Narimanov","Ova Tualet Kağızı 3 Qat 4 Ədəd","1.99","3.49","43%","https://imageproxy.wolt.com/assets/68fa2c4dcd0321dabf330efa","images/ova_tualet_ka__z__3_qat_4__d_d_949.jpg"
"951","Oba Market Narimanov","Perina Lavanda Tualet Kağızı 3 Qat 4 Ədəd","2.29","3.49","34%","https://imageproxy.wolt.com/assets/68fa2c4dcd0321dabf330efb","images/perina_lavanda_tualet_ka__z__3_qat_4__d_d_950.jpg"
"952","Oba Market Narimanov","Perina Neroli Tualet Kağızı 3 Qat 4 Ədəd","2.29","3.49","34%","https://imageproxy.wolt.com/assets/68fa2c4dcd0321dabf330efd","images/perina_neroli_tualet_ka__z__3_qat_4__d_d_951.jpg"
"953","Oba Market Narimanov","Ankara Qırmızı Mərcimək 800qr","2.29","3.59","36%","https://wolt-menu-images-cdn.wolt.com/menu-images/6254583f301b1a3f29f171ce/a41e6c0c-ba94-11ec-b18b-9ac82b4f047d_frame_1.jpeg","images/ankara_q_rm_z__m_rcim_k_800qr_952.jpeg"
"954","Oba Market Narimanov","Hər Gün Favorit Mozzarella Pendiri 250qr","2.85","3.60","21%","No image",""
"955","Oba Market Narimanov","Hər Gün Favorit Holland Pendiri 250qr","2.85","3.60","21%","https://imageproxy.wolt.com/assets/68fa2c4ecd0321dabf330f03","images/h_r_g_n_favorit_holland_pendiri_250qr_954.jpg"
"956","Oba Market Narimanov","Carlsberg Pivə Banka 450ml","3.15","3.65","14%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/d7d8f2e6-3567-11f0-94d8-f6b416905f15_293690.jpg","images/carlsberg_piv__banka_450ml_955.jpg"
"957","Oba Market Narimanov","Kent Krem Şanti 150qr","3.10","3.75","17%","https://imageproxy.wolt.com/assets/6970c22e31c080cd8a6ec441","images/kent_krem__anti_150qr_956.jpg"
"958","Oba Market Narimanov","Ankara Qarabaşaq 800 qr","2.49","3.85","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/6254583f301b1a3f29f171ce/6d330a7c-ba94-11ec-9cb1-8a7e1dafdb13_frame_1.jpeg","images/ankara_qaraba_aq_800_qr_957.jpeg"
"959","Oba Market Narimanov","Ribniy Standart Skumbriya Tomatda 240qr","2.99","3.95","24%","https://imageproxy.wolt.com/assets/6970c23331c080cd8a6ec45c","images/ribniy_standart_skumbriya_tomatda_240qr_958.jpg"
"960","Oba Market Narimanov","Ribniy Standart Sardina Təbii Yağda 240qr","2.99","3.95","24%","https://imageproxy.wolt.com/assets/690b1811a917603c057c5b05","images/ribniy_standart_sardina_t_bii_ya_da_240qr_959.jpg"
"961","Oba Market Narimanov","Ribniy Standart Sardina Tomatda 240qr","2.99","3.95","24%","https://imageproxy.wolt.com/assets/690b1811a917603c057c5b01","images/ribniy_standart_sardina_tomatda_240qr_960.jpg"
"962","Oba Market Narimanov","Klar Ultra Kirəç Sökücü 500ml","2.99","3.99","25%","https://imageproxy.wolt.com/assets/6970c23231c080cd8a6ec456","images/klar_ultra_kir___s_k_c__500ml_961.jpg"
"963","Oba Market Narimanov","Safran Xiyar Turşusu 1.5 kq","2.89","3.99","28%","https://imageproxy.wolt.com/assets/690b17fca917603c057c5a6e","images/safran_xiyar_tur_usu_1_5_kq_962.jpg"
"964","Oba Market Narimanov","Klar Ultra Yağ Sökücü 500ml","2.29","3.99","43%","No image",""
"965","Oba Market Narimanov","Maredo Çərəz Qarışıq 250qr","3.39","3.99","15%","https://imageproxy.wolt.com/assets/690b181ca917603c057c5b52","images/maredo___r_z_qar___q_250qr_964.jpg"
"966","Oba Market Narimanov","Svetlica Günəbaxan Yağı 0.85 L","2.99","3.99","25%","https://imageproxy.wolt.com/assets/690b17faa917603c057c5a60","images/svetlica_g_n_baxan_ya___0_85_l_965.jpg"
"967","Oba Market Narimanov","Seyidoğlu Bool Kakaolu Fındıqlı Şokolad Yağı 250qr","3.39","3.99","15%","https://imageproxy.wolt.com/assets/690b1811a917603c057c5b02","images/seyido_lu_bool_kakaolu_f_nd_ql___okolad_ya___250qr_966.jpg"
"968","Oba Market Narimanov","Maslava Günəbaxan Yağı 870 ml","2.99","3.99","25%","https://imageproxy.wolt.com/assets/690b180da917603c057c5ae9","images/maslava_g_n_baxan_ya___870_ml_967.jpg"
"969","Oba Market Narimanov","Alemshah Basmati Düyü 1 kq Oba","3.59","4.09","12%","https://imageproxy.wolt.com/assets/690b1817a917603c057c5b2f","images/alemshah_basmati_d_y__1_kq_oba_968.jpg"
"970","Oba Market Narimanov","Moy Şaftalı-Alma Meyvə Şirəsi 1.93L Tetrapak","3.35","4.15","19%","https://imageproxy.wolt.com/assets/68fb532dca898685544c8889","images/moy__aftal__alma_meyv___ir_si_1_93l_tetrapak_969.jpg"
"971","Oba Market Narimanov","Papia Mətbəx Kağızı 3 Qat 2 Rulon","3.29","4.19","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/843ab174-3567-11f0-9961-fe8c14d50b2e_223152.jpg","images/papia_m_tb_x_ka__z__3_qat_2_rulon_970.jpg"
"972","Oba Market Narimanov","Alpen Gold Südlü Plitka Şokolad 85qr","2.29","4.20","45%","https://imageproxy.wolt.com/assets/6970c22f31c080cd8a6ec449","images/alpen_gold_s_dl__plitka__okolad_85qr_971.jpg"
"973","Oba Market Narimanov","Alpen Gold Ağ Kokos-Badamlı Plitka Şokolad 85qr","2.29","4.20","45%","https://wolt-menu-images-cdn.wolt.com/menu-images/60ec285655ab669e8d642642/be4c3d2c-ee91-11eb-8216-3a135975c434______.jpeg","images/alpen_gold_a__kokos_badaml__plitka__okolad_85qr_972.jpeg"
"974","Oba Market Narimanov","Alpen Gold Tünd Şokolad 80qr","2.29","4.20","45%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/0622785a-0929-11ef-9add-0a673973543d_331148.jpg","images/alpen_gold_t_nd__okolad_80qr_973.jpg"
"975","Oba Market Narimanov","Alpen Gold Fındıqlı-Üzümlü Plitka Şokolad 80-85qr","2.29","4.20","45%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/dcaf6232-0926-11ef-90f4-ee9392124a88_225052.jpg","images/alpen_gold_f_nd_ql___z_ml__plitka__okolad_80_85qr_974.jpg"
"976","Oba Market Narimanov","Alpen Gold Fındıqlı Plitka Şokolad 85qr","2.29","4.20","45%","https://wolt-menu-images-cdn.wolt.com/menu-images/6556166df9c00310bed0cf20/65efb37c-a55d-11ee-a170-0e6df049db48_7622201450427.jpg","images/alpen_gold_f_nd_ql__plitka__okolad_85qr_975.jpg"
"977","Oba Market Narimanov","Kurqanskiy Ət Konservi 338qr","3.69","4.29","14%","https://imageproxy.wolt.com/assets/6970c23c31c080cd8a6ec48f","images/kurqanskiy__t_konservi_338qr_976.jpg"
"978","Oba Market Narimanov","Krestyanskoye Razdolye Spred Yağ 82% 500qr","3.29","4.29","23%","https://imageproxy.wolt.com/assets/6970c24731c080cd8a6ec499","images/krestyanskoye_razdolye_spred_ya__82__500qr_977.jpg"
"979","Oba Market Narimanov","Türk Chef Yaşıl Noxud Şüşə 720ml","3.29","4.29","23%","https://imageproxy.wolt.com/assets/690b180ba917603c057c5ad8","images/t_rk_chef_ya__l_noxud______720ml_978.jpg"
"980","Oba Market Narimanov","Derevenskie Motivi Spred Yağ 82% 500qr","3.09","4.29","28%","No image",""
"981","Oba Market Narimanov","Derevenskie Motivi Xama 20% 650qr","3.29","4.39","25%","https://imageproxy.wolt.com/assets/690b1809a917603c057c5ac8","images/derevenskie_motivi_xama_20__650qr_980.jpg"
"982","Oba Market Narimanov","Huggies Klassik N5 Uşaq Bezi 11 Ədəd","2.99","4.39","32%","https://imageproxy.wolt.com/assets/68fa2c4ccd0321dabf330ef8","images/huggies_klassik_n5_u_aq_bezi_11__d_d_981.jpg"
"983","Oba Market Narimanov","Ariel Yuyucu Toz Əldə Yuma Ağ 400qr","3.99","4.39","9%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/774ca2b6-0c54-11ef-988a-16f908044d09_386638.jpg","images/ariel_yuyucu_toz__ld__yuma_a__400qr_982.jpg"
"984","Oba Market Narimanov","Mikrofiber təmizlik bezi 5-li","2.99","4.49","33%","https://imageproxy.wolt.com/assets/6970c23931c080cd8a6ec47e","images/mikrofiber_t_mizlik_bezi_5_li_983.jpg"
"985","Oba Market Narimanov","Safran Sarı Kişmiş 200qr","2.99","4.49","33%","https://imageproxy.wolt.com/assets/690b17f9a917603c057c5a56","images/safran_sar__ki_mi__200qr_984.jpg"
"986","Oba Market Narimanov","Eker Tümlü Yaşıl Zeytun Şüşə 700qr","3.79","4.69","19%","https://imageproxy.wolt.com/assets/6970c24831c080cd8a6ec49c","images/eker_t_ml__ya__l_zeytun______700qr_985.jpg"
"987","Oba Market Narimanov","Eker Tümlü Qara Zeytun Şüşə 700qr","3.79","4.69","19%","https://imageproxy.wolt.com/assets/6970c24831c080cd8a6ec49e","images/eker_t_ml__qara_zeytun______700qr_986.jpg"
"988","Oba Market Narimanov","Maslena Spred Yağ 82.5% 500qr","3.09","4.69","34%","https://imageproxy.wolt.com/assets/690b180fa917603c057c5af8","images/maslena_spred_ya__82_5__500qr_987.jpg"
"989","Neptun Supermarket","Bolşevik Pecenye Yubileynoe Şokoladlı 116 qr","0.99","1.69","41%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/088dd3dc-2a00-11ed-8cff-0ab99e5a8e54_1.jpeg","images/bol_evik_pecenye_yubileynoe__okoladl__116_qr_988.jpeg"
"990","Neptun Supermarket","Milla Ayran Nanəli 1 l","2.19","2.49","12%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/01aa8664-2843-11ed-9009-bacc88f4de87_11111.jpeg","images/milla_ayran_nan_li_1_l_989.jpeg"
"991","Neptun Supermarket","Alpen Gold Şokolad Südlü Plitka 90 qr","2.29","4.19","45%","https://wolt-menu-images-cdn.wolt.com/menu-images/60ec285655ab669e8d642642/0d6eacd0-92f0-11f0-9f49-92fda150167c_orig__1_.jpg","images/alpen_gold__okolad_s_dl__plitka_90_qr_990.jpg"
"992","Neptun Supermarket","Milla Bio Yoqurt Çiyələkli 115 qr","0.59","0.69","14%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/bc5e53ea-2844-11ed-8f2d-06aacb8791f3_11111.jpeg","images/milla_bio_yoqurt__iy_l_kli_115_qr_991.jpeg"
"993","Neptun Supermarket","Milla Bio Yoqurt Şaftalı 115 qr","0.59","0.69","14%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/cae00fb2-2844-11ed-b815-1a2fa2e217e7_11111.jpeg","images/milla_bio_yoqurt__aftal__115_qr_992.jpeg"
"994","Neptun Supermarket","Nestle 225 qr Nesquik Səhər Yeməyi Şokoladlı Paket","4.39","5.30","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/48976e0e-9c5d-11ee-8cc6-e6a82a03fc9b_30188987_550x550_photoroom.jpg","images/nestle_225_qr_nesquik_s_h_r_yem_yi__okoladl__paket_993.jpg"
"995","Neptun Supermarket","Barni 30 qr Biskvit Şokoladlı","0.65","0.95","32%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/1c4695e2-9b2b-11ee-a3f7-0a0cc003e608_7622300274801_photoroom.jpg","images/barni_30_qr_biskvit__okoladl__994.jpg"
"996","Neptun Supermarket","Nabeghlavi Qazlı Su 1 l","1.29","1.55","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/60fe99fb16ca79165aa325ca/a62f1f18-d082-11ee-a305-daaa1c944c92_11111.png","images/nabeghlavi_qazl__su_1_l_995.png"
"997","Neptun Supermarket","Milla Qaymaqlı Kənd Qatığı 6% 450 qr","2.09","2.39","13%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/a6abdd52-286b-11ed-a158-020d2c8927fd_11111.jpeg","images/milla_qaymaql__k_nd_qat____6__450_qr_996.jpeg"
"998","Neptun Supermarket","Barni 150 qr Biskvit Şokoladlı İçlik ilə","2.99","4.79","38%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/641d1ea6-9a7f-11ee-9edf-667d4113c75d_da1b1cc6_7027_44b1_a473_ce5b63e30979.jpg.500x500_q85_crop_scale_photoroom.jpg","images/barni_150_qr_biskvit__okoladl____lik_il__997.jpg"
"999","Neptun Supermarket","Xlebsi Molodci Çovdar 100 qr","1.39","1.79","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/36bffe6a-3419-11ed-8835-2ab6a4a0324f_1.jpeg","images/xlebsi_molodci__ovdar_100_qr_998.jpeg"
"1000","Neptun Supermarket","Milla Bio Yoqurt Gilaslı 115 qr","0.59","0.65","9%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/ceef25ec-29df-11ed-bda3-8a0feb1e5b68_1.jpeg","images/milla_bio_yoqurt_gilasl__115_qr_999.jpeg"
"1001","Neptun Supermarket","Keşniş","0.23","","","No image",""
"1002","Neptun Supermarket","Şüyüd","0.23","","","No image",""
"1003","Neptun Supermarket","Göy Soğan","0.23","","","No image",""
"1004","Neptun Supermarket","Vəzəri","0.23","","","No image",""
"1005","Neptun Supermarket","Nanə","0.23","","","No image",""
"1006","Neptun Supermarket","Petruşka","0.23","","","No image",""
"1007","Neptun Supermarket","Dağ Keşnişi","0.23","","","No image",""
"1008","Neptun Supermarket","Kəvər","0.23","","","No image",""
"1009","Neptun Supermarket","Banan kq","3.39","","","https://wolt-menu-images-cdn.wolt.com/menu-images/61113b1ca8c749525ea95a8a/86105b80-23b7-11ed-a4fe-0e704a9332c3_frame_1.jpeg","images/banan_kq_1008.jpeg"
"1010","Neptun Supermarket","MVT Mandarin Yerli kq","3.25","","","https://wolt-menu-images-cdn.wolt.com/menu-images/62500c693270f040775a2444/6edc907a-9993-11ee-8173-da6ced3fbf67_img_2432__34_.jpg","images/mvt_mandarin_yerli_kq_1009.jpg"
"1011","Neptun Supermarket","Sirab 5lt Su (Plastik Qabda)","2.80","","","https://wolt-menu-images-cdn.wolt.com/menu-images/62500c693270f040775a2444/1d45dd54-99af-11ee-9133-92a3c8de6cca_img_2432___2023_12_13t155939.503.jpg","images/sirab_5lt_su__plastik_qabda__1010.jpg"
"1012","Neptun Supermarket","Göyərti","0.23","","","https://wolt-menu-images-cdn.wolt.com/menu-images/61113b1ca8c749525ea95a8a/4c0d4494-2447-11ed-93d6-8a58670fd5d8_frame_1.jpeg","images/g_y_rti_1011.jpeg"
"1013","Neptun Supermarket","Çörək Çörəkçi Baton Baki Ekstra 400 qr","1.00","","","https://wolt-menu-images-cdn.wolt.com/menu-images/60ec285655ab669e8d642642/2ed694c6-eb85-11eb-9fb3-e6074dd83887_neptun_11.jpeg","images/__r_k___r_k_i_baton_baki_ekstra_400_qr_1012.jpeg"
"1014","Neptun Supermarket","Kartof Cəlilabad kq","1.49","","","https://wolt-menu-images-cdn.wolt.com/menu-images/61113b1ca8c749525ea95a8a/89e817a0-23b9-11ed-be07-4ac586cf0824_frame_1.jpeg","images/kartof_c_lilabad_kq_1013.jpeg"
"1015","Neptun Supermarket","MVT Pomidor Xaçmaz Kq","3.55","","","https://wolt-menu-images-cdn.wolt.com/menu-images/60ec285655ab669e8d642642/8a2d722a-6167-11f0-82cd-9a6740bfcdde_pomidor_xacmaz.jpg","images/mvt_pomidor_xa_maz_kq_1014.jpg"
"1016","Neptun Supermarket","MVT Soğan Təzə kq","0.69","","","https://wolt-menu-images-cdn.wolt.com/menu-images/60fe99fb16ca79165aa325ca/bf35574e-26f8-11ef-8888-f2e57b1c2596_d5e4a898_9998_11ee_9318_d6beccb23cf0_img_2432__58_.jpg","images/mvt_so_an_t_z__kq_1015.jpg"
"1017","Neptun Supermarket","Çörək Nur 600 qr","0.65","","","https://wolt-menu-images-cdn.wolt.com/menu-images/60fe99fb16ca79165aa325ca/8344afd0-0c56-11ef-9d47-c2a4f79a1b7a_whatsapp_image_2024_05_07_at_11.45.11.jpeg","images/__r_k_nur_600_qr_1016.jpeg"
"1018","Neptun Supermarket","Xiyar Yelpenek kq","5.95","","","https://wolt-menu-images-cdn.wolt.com/menu-images/61113b1ca8c749525ea95a8a/365d3c32-23b9-11ed-ba34-32bf0ca19ac2_frame_1.jpeg","images/xiyar_yelpenek_kq_1017.jpeg"
"1019","Neptun Supermarket","Xiyar Melit kq","3.99","","","https://wolt-menu-images-cdn.wolt.com/menu-images/61113b1ca8c749525ea95a8a/9bb81fea-2475-11ed-a340-a28146252255_frame_1.jpeg","images/xiyar_melit_kq_1018.jpeg"
"1020","Neptun Supermarket","Kök kq","1.35","","","https://wolt-menu-images-cdn.wolt.com/menu-images/61113b1ca8c749525ea95a8a/db385126-23b7-11ed-9de8-366315f9d1ad_frame_1.jpeg","images/k_k_kq_1019.jpeg"
"1021","Neptun Supermarket","Səba Toyuq File kq","8.90","","","https://imageproxy.wolt.com/assets/696616b54b3b09a9af109f6f","images/s_ba_toyuq_file_kq_1020.jpg"
"1022","Neptun Supermarket","Sen Soy Soya Sousu Teriyaki 220 ml","3.90","","","https://imageproxy.wolt.com/assets/6972011f9b938fe622d85dde","images/sen_soy_soya_sousu_teriyaki_220_ml_1021.jpg"
"1023","Neptun Supermarket","Papriçi İtalyan Sous Spagetii üçün 320 Gr","4.00","","","https://imageproxy.wolt.com/assets/6971e52731c080cd8a6f007b","images/papri_i__talyan_sous_spagetii____n_320_gr_1022.jpg"
"1024","Neptun Supermarket","Heinz İtalyan Ketçup 320 Gr","3.95","","","https://imageproxy.wolt.com/assets/6971e4174af2fcbd36bceeff","images/heinz__talyan_ket_up_320_gr_1023.jpg"
"1025","Neptun Supermarket","Heinz Super Acılı Ketçup 320 Gr","3.95","","","https://imageproxy.wolt.com/assets/6971e3b531c080cd8a6f0000","images/heinz_super_ac_l__ket_up_320_gr_1024.jpg"
"1026","Neptun Supermarket","Milla Ağ Pendir Qaymaqlı 250 Gr Plastik Qab","3.99","","","https://imageproxy.wolt.com/assets/6971d7eb31c080cd8a6efcea","images/milla_a__pendir_qaymaql__250_gr_plastik_qab_1025.jpg"
"1027","Neptun Supermarket","Brest Litovsk Holland Pendir 45% 150 Gr","3.99","","","https://imageproxy.wolt.com/assets/6971d7548d2db8560b0569ac","images/brest_litovsk_holland_pendir_45__150_gr_1026.jpg"
"1028","Neptun Supermarket","Brest Litovsk Rossiyskiy Pendir 45% 150 Gr","3.99","","","https://imageproxy.wolt.com/assets/6971d6ff4af2fcbd36bceaa4","images/brest_litovsk_rossiyskiy_pendir_45__150_gr_1027.jpg"
"1029","Neptun Supermarket","Bingo Soft Lovely Paltaryuyan Maye 1 L","3.99","","","https://imageproxy.wolt.com/assets/6971d66c31c080cd8a6efb81","images/bingo_soft_lovely_paltaryuyan_maye_1_l_1028.jpg"
"1030","Neptun Supermarket","Sladkiy Oreşek Marsianka 3  Şokolad 180 Gr","3.99","","","https://imageproxy.wolt.com/assets/6971d4db8d2db8560b0563ba","images/sladkiy_ore_ek_marsianka_3___okolad_180_gr_1029.jpg"
"1031","Neptun Supermarket","Sladkiy Oreşek Marsianka Esterxazi Şokolad 180 Gr","3.99","","","https://imageproxy.wolt.com/assets/6971d48c31c080cd8a6ef98a","images/sladkiy_ore_ek_marsianka_esterxazi__okolad_180_gr_1030.jpg"
"1032","Neptun Supermarket","Lipton İnfusion Çobanyastığı Çay 20x32 Gr","4.00","","","https://imageproxy.wolt.com/assets/6971d29531c080cd8a6ef7f6","images/lipton__nfusion__obanyast_____ay_20x32_gr_1031.jpg"
"1033","Neptun Supermarket","Milka Pecenye Choco Cow Paket 200 qr","4.49","7.79","42%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/c1ed22f4-29fd-11ed-a495-0a80eaa54520_1.jpeg","images/milka_pecenye_choco_cow_paket_200_qr_1032.jpeg"
"1034","Neptun Supermarket","Selpak Tualet Kağızı 8-li Rulon","5.98","12.65","53%","https://wolt-menu-images-cdn.wolt.com/menu-images/62500c693270f040775a2444/e7355b80-a283-11ee-9f9f-c249aa787dd1_8690530204515_1200wx1200h_001_photoroom.png","images/selpak_tualet_ka__z__8_li_rulon_1033.png"
"1035","Neptun Supermarket","Yubileynoe Pecenye 403 qr","2.99","4.19","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/d2eb3dac-29fd-11ed-ae4b-82e3f4d7b799_1.jpeg","images/yubileynoe_pecenye_403_qr_1034.jpeg"
"1036","Neptun Supermarket","Milla Ayran 1 l","2.19","2.49","12%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/669d428e-2f80-11ed-8020-4278b05e8c23_1.jpeg","images/milla_ayran_1_l_1035.jpeg"
"1037","Neptun Supermarket","Belous Rossiyskiy Pendir 50% 200qr","3.99","4.50","11%","https://wolt-menu-images-cdn.wolt.com/menu-images/60ec285655ab669e8d642642/91220250-113d-11f0-b298-da1d17523698_045926.jpg","images/belous_rossiyskiy_pendir_50__200qr_1036.jpg"
"1038","Neptun Supermarket","Tuc Kreker Pendirli 100 qr","1.49","2.59","42%","https://wolt-menu-images-cdn.wolt.com/menu-images/60ec285655ab669e8d642642/547e6c80-edf1-11eb-a2a2-92ca33c98716_11.jpeg","images/tuc_kreker_pendirli_100_qr_1037.jpeg"
"1039","Neptun Supermarket","Bismak Un 2 kq","2.59","3.35","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/60ec285655ab669e8d642642/463ab4ae-eb89-11eb-94bb-1ac3bdf96900_______________2021_07_23___11.38.38.jpeg","images/bismak_un_2_kq_1038.jpeg"
"1040","Neptun Supermarket","7 Days Mini Kruasan Krem-kakao 200 qr","2.99","4.59","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/6082a8c7376cf8c5b3dcbdf0/faa3d5d8-29ea-11ed-9ed7-96c8714d3a66_1.jpeg","images/7_days_mini_kruasan_krem_kakao_200_qr_1039.jpeg"
"1041","Neptun Supermarket","Molproekt 900 qr Qatılaşdırılmış Süd 8.5% (Plastik Qabda)","5.75","7.15","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/62500c693270f040775a2444/4a552d26-ab2b-11ee-a1e8-d262b00a2d10_91291645145414_1000x1000_photoroom.png","images/molproekt_900_qr_qat_la_d_r_lm___s_d_8_5___plastik_1040.png"
"1042","Neptun Supermarket","Alpen Gold Şokolad Acılı Kakao 70% Plitka 85 qr","2.29","4.19","45%","https://wolt-menu-images-cdn.wolt.com/menu-images/60ec285655ab669e8d642642/906f299a-92ee-11f0-8b7f-f66e4a29b165_orig.png","images/alpen_gold__okolad_ac_l__kakao_70__plitka_85_qr_1041.png"
