"id",Market,Product Name,Price,Original Price,Discount,Image URL,Local Image Path
"315","Bravo Supermarket Bulbul kuc.","Ariel Ağ Paltarlar üçün 3kq","10.99","25.29","57%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/3981f15a-ab2e-11f0-bc89-a21ec240245b_8001090767141.jpg","images/ariel_a__paltarlar____n_3kq_314.jpg"
"316","Bravo Supermarket Bulbul kuc.","Oluna Qarğıdalı Yağı 2l","9.69","11.99","19%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/8d7833c4-cc21-11ef-be60-76d4ad735566_4760157740575.jpg","images/oluna_qar__dal__ya___2l_315.jpg"
"317","Bravo Supermarket Bulbul kuc.","Oluna Günəbaxan Yağı 1.8l","7.49","8.95","16%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/fa5cb448-6856-11f0-b902-eaf45b5ba599_wmx_s_111111.jpg","images/oluna_g_n_baxan_ya___1_8l_316.jpg"
"318","Bravo Supermarket Bulbul kuc.","Pınar Pendir Labne 400qr","6.99","8.40","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/329a1b54-0c53-11ef-b35f-268ab8ab77ca_209842.jpg","images/p_nar_pendir_labne_400qr_317.jpg"
"319","Bravo Supermarket Bulbul kuc.","Xlebtsi Molodsi Light Covdarli 70g","1.35","1.69","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/67ef0ac0-29c3-11ef-a220-def28db1dc5a_image_photoroom___2024_06_14t002747.659.jpg","images/xlebtsi_molodsi_light_covdarli_70g_318.jpg"
"320","Bravo Supermarket Bulbul kuc.","Alpen Gold Südlü Şokolad 85qr","2.29","4.40","48%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/dac6f1ce-0926-11ef-983a-4e28d3d2207b_225049.jpg","images/alpen_gold_s_dl___okolad_85qr_319.jpg"
"321","Bravo Supermarket Bulbul kuc.","Nid Xmeli-suneli 25qr","0.99","1.29","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/28f9d3ba-2be1-11f0-b844-fec01a9f88a3_258134.jpg","images/nid_xmeli_suneli_25qr_320.jpg"
"322","Bravo Supermarket Bulbul kuc.","Ankara Noxud 800qr","4.85","5.89","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/9c686b4c-0926-11ef-82c6-c21d0139a8a4_223862.jpg","images/ankara_noxud_800qr_321.jpg"
"323","Bravo Supermarket Bulbul kuc.","Final Qarğıdalı Dənələri 185qr","1.95","2.49","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/0a3c7fea-0ba8-11ef-b06a-f2a986b53070_559701.jpg","images/final_qar__dal__d_n_l_ri_185qr_322.jpg"
"324","Bravo Supermarket Bulbul kuc.","Ostankino Papa Mojet Südlü Sosis 410 qr","5.99","7.99","25%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/ee570f8c-62e7-11f0-ac94-569a3da62aaa_754564.jpg","images/ostankino_papa_mojet_s_dl__sosis_410_qr_323.jpg"
"325","Bravo Supermarket Bulbul kuc.","TESS Giləmeyvəli Qara Çay","1.99","2.89","31%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/a8a95e90-7c01-11ef-85a2-9a64c980ba88_11111.jpg","images/tess_gil_meyv_li_qara__ay_324.jpg"
"326","Bravo Supermarket Bulbul kuc.","Eti Şokoladlı Vafli 34qr","0.79","0.95","17%","https://imageproxy.wolt.com/assets/694f866a946d6af9c1935286","images/eti__okoladl__vafli_34qr_325.jpg"
"327","Bravo Supermarket Bulbul kuc.","Papi Soft Tualet Kağızı 3 Qat 32 Rulon","13.99","28.99","52%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/58e203d8-9237-11f0-9cb0-f6e7dd480bf6_wmx_s_111111.jpg","images/papi_soft_tualet_ka__z__3_qat_32_rulon_326.jpg"
"328","Bravo Supermarket Bulbul kuc.","Tadim Fistixx Acı Souslu Yer Findiğı 75qr","1.35","1.95","31%","https://wolt-menu-images-cdn.wolt.com/menu-images/66f6a23f86a34ceec78687fc/ac04781a-920c-11ef-a36a-6e868cfa8126_680979.jpg","images/tadim_fistixx_ac__souslu_yer_findi___75qr_327.jpg"
"329","Bravo Supermarket Bulbul kuc.","Sante Go On Kakaolu Baton 50qr","2.89","3.59","19%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/ff5dbe3c-0ba6-11ef-aa3e-2a0bd6f69991_254789.jpg","images/sante_go_on_kakaolu_baton_50qr_328.jpg"
"330","Bravo Supermarket Bulbul kuc.","Sleepy Easy Clean Təmizlik Salfeti Ağ Sabun 100əd.","5.99","10.35","42%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/db89161e-cc21-11ef-bfff-920d1a86786d_8682241208944.jpg","images/sleepy_easy_clean_t_mizlik_salfeti_a__sabun_100_d__329.jpg"
"331","Bravo Supermarket Bulbul kuc.","Meçta Xozayki Klassik Mayonez 350ml","2.95","3.79","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/24731ab6-2a76-11f0-9b52-6a63f723ec0a_238787.jpg","images/me_ta_xozayki_klassik_mayonez_350ml_330.jpg"
"332","Bravo Supermarket Bulbul kuc.","Maxeev Ketçup Tomat 300qr ","1.99","2.59","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/951529cc-0c53-11ef-a42b-f6bd88bbe1a6_224502.jpg","images/maxeev_ket_up_tomat_300qr__331.jpg"
"333","Bravo Supermarket Bulbul kuc.","Tuk Pendirli Peçenye 100qr","1.69","2.60","35%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/df712744-0926-11ef-be5c-ee9392124a88_225075.jpg","images/tuk_pendirli_pe_enye_100qr_332.jpg"
"334","Bravo Supermarket Bulbul kuc.","Oreo Kakao və Kremli Kurabiyə 228qr","2.99","5.35","44%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/e405c904-0926-11ef-9a2e-9eb1cdb29cc5_225096.jpg","images/oreo_kakao_v__kremli_kurabiy__228qr_333.jpg"
"335","Bravo Supermarket Bulbul kuc.","Femilea Spagetti 500qr","1.19","1.59","25%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/01589524-cd01-11ef-b3b6-82565f397aba_zrzut_ekranu_2024_11_27_154623_photoroom.jpg","images/femilea_spagetti_500qr_334.jpg"
"336","Bravo Supermarket Bulbul kuc.","Berqa Earl Grey Qara Çay 450qr Qutuda","10.75","14.29","25%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/4fdec66e-0925-11ef-9d4c-8e2a2e5ec958_210988.jpg","images/berqa_earl_grey_qara__ay_450qr_qutuda_335.jpg"
"337","Bravo Supermarket Bulbul kuc.","Pobeda Şokolad Tünd Diabet 72% 50qr","1.99","2.60","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/a00447fc-0ba7-11ef-bcb9-ea624c978169_412221.jpg","images/pobeda__okolad_t_nd_diabet_72__50qr_336.jpg"
"338","Bravo Supermarket Bulbul kuc.","Sante Go On Protein 33% Duzlu Karamelli Zülal 50qr","2.99","3.65","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/bd2c14a4-0ba7-11ef-a4bd-82442ccc58cd_449395.jpg","images/sante_go_on_protein_33__duzlu_karamelli_z_lal_50qr_337.jpg"
"339","Bravo Supermarket Bulbul kuc.","Mentos Pure Saqqız Qarpız 54qr 46227751","3.09","3.85","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/de75eb40-0921-11ef-a052-326848cc3a34_519905.jpg","images/mentos_pure_saqq_z_qarp_z_54qr_46227751_338.jpg"
"340","Bravo Supermarket Bulbul kuc.","Yashkino Vafli Trubocki Fındıqlı 190 qr","2.15","2.39","10%","https://wolt-menu-images-cdn.wolt.com/menu-images/66f6a23f86a34ceec78687fc/cd989388-9209-11ef-957f-4a25ca817c7b_312439.jpg","images/yashkino_vafli_trubocki_f_nd_ql__190_qr_339.jpg"
"341","Bravo Supermarket Bulbul kuc.","Sante Go On Protein 33% Şokolad ilə 50qr","2.99","3.65","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/bd293f22-0ba7-11ef-a144-06b29dded32a_449396.jpg","images/sante_go_on_protein_33___okolad_il__50qr_340.jpg"
"342","Bravo Supermarket Bulbul kuc.","Nestle Nescafe Gold Qəhvə 95qr Şüşədə 46204813","8.99","14.25","37%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/871bfc68-3567-11f0-8dc2-e20bb4f83ece_223490.jpg","images/nestle_nescafe_gold_q_hv__95qr_____d__46204813_341.jpg"
"343","Bravo Supermarket Bulbul kuc.","Hochland Krem Pendir Vetçina ilə 140qr","3.79","4.75","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/03b3cf90-0926-11ef-a405-e6fbc3e1a25f_218737.jpg","images/hochland_krem_pendir_vet_ina_il__140qr_342.jpg"
"344","Bravo Supermarket Bulbul kuc.","Molendam Kərə Yağı Ekstra 82.5% 1 kq","12.99","22.45","42%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/417b6b60-d596-11f0-8971-8ad5910466ac_468400_0_0.png","images/molendam_k_r__ya___ekstra_82_5__1_kq_343.png"
"345","Bravo Supermarket Bulbul kuc.","Rooc Rəngli Dəstəkli Dəmir Bıçaq","2.99","4.99","40%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/ec2ea8d4-72b2-11f0-abc5-ce64f738c8b6_451080.jpg","images/rooc_r_ngli_d_st_kli_d_mir_b__aq_344.jpg"
"346","Bravo Supermarket Bulbul kuc.","Hipp 5 Növ Dənli-Qavalı Sıyıq S/U (6+ ay) 250 qr","5.79","8.75","34%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/50077cc8-62e1-11f0-80fc-922ef7651dce_614723.jpg","images/hipp_5_n_v_d_nli_qaval__s_y_q_s_u__6__ay__250_qr_345.jpg"
"347","Bravo Supermarket Bulbul kuc.","Kabrita Keçi Südü Mango-Alma Püresi 6+ Doypak 100qr","3.99","7.00","43%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/8a1f8362-f822-11ef-a0fa-02fd67adf173_8716677006871.jpg","images/kabrita_ke_i_s_d__mango_alma_p_resi_6__doypak_100q_346.jpg"
"348","Bravo Supermarket Bulbul kuc.","Kotex Gündəlik Bezlər Superslim Deo 20əd","1.79","2.99","40%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/4a528ae0-0926-11ef-a074-f6ce40ed4f4d_223027.jpg","images/kotex_g_nd_lik_bezl_r_superslim_deo_20_d_347.jpg"
"349","Bravo Supermarket Bulbul kuc.","Olala Sufle Keks 70qr","1.65","2.20","25%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/ffed187e-0927-11ef-bb49-a2400595d414_267894.jpg","images/olala_sufle_keks_70qr_348.jpg"
"350","Bravo Supermarket Bulbul kuc.","Selpak Comfort Salfet 75əd","0.89","1.35","34%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/72aaaf5e-0921-11ef-926e-06746260eb18_475691.jpg","images/selpak_comfort_salfet_75_d_349.jpg"
"351","Bravo Supermarket Bulbul kuc.","Bonduelle Qırmızı Lobya 425ml","2.99","4.19","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/599f143c-0926-11ef-b85d-32183569e48f_223354.jpg","images/bonduelle_q_rm_z__lobya_425ml_350.jpg"
"352","Bravo Supermarket Bulbul kuc.","Splat Dişh Mecunu Təbii Otlar 100ml","4.49","6.79","34%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/5f97b0ca-0925-11ef-b82e-ceaf381bb64c_211640.jpg","images/splat_di_h_mecunu_t_bii_otlar_100ml_351.jpg"
"353","Bravo Supermarket Bulbul kuc.","Cerk Sos Molocnie Lotok 450 Qr","6.99","9.25","24%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/e034d816-28b5-11ef-82a0-12d09ee4faa3_image_photoroom___2024_06_12t161824.830.jpg","images/cerk_sos_molocnie_lotok_450_qr_352.jpg"
"354","Bravo Supermarket Bulbul kuc.","Kotex Gündəlik Bezlər Normal Deo 20əd","1.79","2.99","40%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/47a17090-0926-11ef-ab61-7e5f9bc1047e_223025.jpg","images/kotex_g_nd_lik_bezl_r_normal_deo_20_d_353.jpg"
"355","Bravo Supermarket Bulbul kuc.","Gp Aa Ulra Alkaline 15au21-4l-ü Batareya","3.49","5.79","40%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/03a03c52-beb9-11ef-8e8f-ae5f4899cb2c_4891199027598.jpg","images/gp_aa_ulra_alkaline_15au21_4l___batareya_354.jpg"
"356","Bravo Supermarket Bulbul kuc.","Herman Xırçıldayan YerFıstığı Əzməsi 340qr","5.25","6.29","17%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/cb930fa8-3ae0-11ef-bdb2-da2a5865c261_11111.png","images/herman_x_r__ldayan_yerf_st_____zm_si_340qr_355.png"
"357","Bravo Supermarket Bulbul kuc.","Mərcan Donmuş Toyuq Budu Qabda kq 3619","6.59","7.25","9%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/cdf732b2-0c53-11ef-a0ab-e6c4c1861b00_246308.jpg","images/m_rcan_donmu__toyuq_budu_qabda_kq_3619_356.jpg"
"358","Bravo Supermarket Bulbul kuc.","Birpa Tellə Rəndə AGN-079","2.00","3.29","39%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/329c957e-62e1-11f0-9c95-ae4c7d7f54a3_565334.jpg","images/birpa_tell__r_nd__agn_079_357.jpg"
"359","Bravo Supermarket Bulbul kuc.","Birpa Tərəvəz Soyan AGN-105","1.00","1.79","44%","No image",""
"360","Bravo Supermarket Bulbul kuc.","Sera Kilidli Paket 12x24 sm","1.59","2.49","36%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/136df17c-d270-11ef-bce0-b28f8e591c14_629115.jpg","images/sera_kilidli_paket_12x24_sm_359.jpg"
"361","Bravo Supermarket Bulbul kuc.","Icim Puding Çiyələk 60gr","0.65","0.79","18%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/68ab2dec-322c-11ef-9a43-9234f4f236cc_icim_dolcia_cilekli_puding_60g_photoroom.jpg","images/icim_puding__iy_l_k_60gr_360.jpg"
"362","Bravo Supermarket Bulbul kuc.","Roshen Baton Şokolad Südlü Brüle 43qr","0.79","1.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/0cd89152-0929-11ef-b720-ee12eac5ee60_333602.jpg","images/roshen_baton__okolad_s_dl__br_le_43qr_361.jpg"
"363","Bravo Supermarket Bulbul kuc.","Cleverest Ağardıcı Maye Limon 1l","1.89","2.49","24%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/46066e56-79ce-11f0-934e-d69c7428a070_wmx_s_111111.jpg","images/cleverest_a_ard_c__maye_limon_1l_362.jpg"
"364","Bravo Supermarket Bulbul kuc.","Alpenland Yoqurt Alma və Armud ilə 95qr","0.39","0.59","34%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/c959a774-0ba6-11ef-85ca-de73be42a0a1_218708.jpg","images/alpenland_yoqurt_alma_v__armud_il__95qr_363.jpg"
"365","Bravo Supermarket Bulbul kuc.","Doymak Qələm 500qr","0.99","1.35","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/b9bd408c-0926-11ef-b25a-7637bfe16087_224427.jpg","images/doymak_q_l_m_500qr_364.jpg"
"366","Bravo Supermarket Bulbul kuc.","Eti Hosbes Vafli Kokoslu 40qr","0.60","0.75","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/e1c75788-2f0b-11ef-9f8d-ca11bf4c14d3_2021_04_16773_photoroom.jpg","images/eti_hosbes_vafli_kokoslu_40qr_365.jpg"
"367","Bravo Supermarket Bulbul kuc.","Sladenoj Vafli Şokoladlı 270qr","2.19","2.55","14%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/dc047944-2f41-11ef-aaef-722cb16fe390_image_photoroom___2024_06_21t001534.838.jpg","images/sladenoj_vafli__okoladl__270qr_366.jpg"
"368","Bravo Supermarket Bulbul kuc.","Nestle Nescafe Strong 3-ü 1-də Qəhvə 14.5qr 46226921","0.25","0.35","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/c6cec7a8-0928-11ef-9e9b-ee53159dff14_310207.jpg","images/nestle_nescafe_strong_3___1_d__q_hv__14_5qr_462269_367.jpg"
"369","Bravo Supermarket Bulbul kuc.","Proxvost Pişiklər üçün Nəm Yem Mal Əti ilə 85qr","0.59","0.95","38%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/c3546a8e-0ba7-11ef-bc4b-160eaffaba65_453946.jpg","images/proxvost_pi_ikl_r____n_n_m_yem_mal__ti_il__85qr_368.jpg"
"370","Bravo Supermarket Bulbul kuc.","Milla Kəsmik 9% 200qr","1.99","2.50","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/b9dddb2e-0ba8-11ef-8202-5277cd96fd07_645868.jpg","images/milla_k_smik_9__200qr_369.jpg"
"371","Bravo Supermarket Bulbul kuc.","Arko Sabun Kremli 90qr","0.95","1.30","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/7d909f4c-0c54-11ef-bb22-9ea8dcf47d33_391759.jpg","images/arko_sabun_kremli_90qr_370.jpg"
"372","Bravo Supermarket Bulbul kuc.","Naş Moloçnik Holland Pendiri 75qr","1.10","1.30","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/170fc9b2-0ba7-11ef-844b-6ea935bd3b5a_274242.jpg","images/na__molo_nik_holland_pendiri_75qr_371.jpg"
"373","Bravo Supermarket Bulbul kuc.","Sab Gəncə Dovğası 200ml","0.75","0.95","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/42d4d19a-0928-11ef-8586-420e1e23df48_279982.jpg","images/sab_g_nc__dov_as__200ml_372.jpg"
"374","Bravo Supermarket Bulbul kuc.","Annenfeld Şüşə Pivə 0.5 Lt","1.79","2.25","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/e3c8d1e6-2fbb-11ef-b544-2612913da194_image_photoroom___2024_06_21t144905.458.jpg","images/annenfeld______piv__0_5_lt_373.jpg"
"375","Bravo Supermarket Bulbul kuc.","Nid Üyüdülmüş Sarımsaq 15qr","0.99","1.35","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/0a700c30-0ba7-11ef-8d9d-aa3e17b82632_258171.jpg","images/nid__y_d_lm___sar_msaq_15qr_374.jpg"
"376","Bravo Supermarket Bulbul kuc.","Doymak Vermişel 500qr","0.99","1.35","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/b9bae184-0926-11ef-837f-326848cc3a34_224429.jpg","images/doymak_vermi_el_500qr_375.jpg"
"377","Bravo Supermarket Bulbul kuc.","Eti Hoşbeş Fındıqlı 40qr","0.60","0.75","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/d89e3b82-0ba6-11ef-ac84-9addb7935a9f_223334.jpg","images/eti_ho_be__f_nd_ql__40qr_376.jpg"
"378","Bravo Supermarket Bulbul kuc.","Natura Albalı Nektarı Tp 1l","1.79","2.30","22%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/4419ac14-0c53-11ef-8001-02ab53b3fb42_213147.jpg","images/natura_albal__nektar__tp_1l_377.jpg"
"379","Bravo Supermarket Bulbul kuc.","Alafran Persol (Yerli) 200qr","0.79","0.99","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/2a2932c2-0922-11ef-80de-7e5f9bc1047e_549782.jpg","images/alafran_persol__yerli__200qr_378.jpg"
"380","Bravo Supermarket Bulbul kuc.","Valesto Börək Göbələk ilə 20700","0.99","1.35","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/d2026e52-1d84-11ef-a6ff-a6b2b71c06af_11111.png","images/valesto_b_r_k_g_b_l_k_il__20700_379.png"
"381","Bravo Supermarket Bulbul kuc.","Coolsy Cola 330 ml","0.79","0.99","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/4286823e-b006-11f0-909d-ae1f27c82b16_coolsy_330_.png","images/coolsy_cola_330_ml_380.png"
"382","Bravo Supermarket Bulbul kuc.","Mamam Bakery Twist Pendirli","1.05","1.35","22%","No image",""
"383","Bravo Supermarket Bulbul kuc.","Doymak Burğu 500qr","0.99","1.35","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/b7502940-0926-11ef-aedb-ee12eac5ee60_224423.jpg","images/doymak_bur_u_500qr_382.jpg"
"384","Bravo Supermarket Bulbul kuc.","Naş Moloçnik Drujba Pendir 75qr","1.10","1.30","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/1afc14bc-0928-11ef-a205-9adc7dc22caf_274243.jpg","images/na__molo_nik_drujba_pendir_75qr_383.jpg"
"385","Bravo Supermarket Bulbul kuc.","Roshen Tünd Baton Şokolad 43qr","0.79","1.00","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/0cd9aec0-0929-11ef-b6b0-c21d0139a8a4_333601.jpg","images/roshen_t_nd_baton__okolad_43qr_384.jpg"
"386","Bravo Supermarket Bulbul kuc.","Yashkino Albalı İçlikli Peçenye 137 qr","1.59","2.15","26%","https://wolt-menu-images-cdn.wolt.com/menu-images/66f6a23f86a34ceec78687fc/cfa987ae-9209-11ef-8d5a-862584ace208_312452.jpg","images/yashkino_albal____likli_pe_enye_137_qr_385.jpg"
"387","Bravo Supermarket Bulbul kuc.","Naş Moloçnik Krem Pendir 75qr","1.10","1.30","15%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/1aefadbc-0928-11ef-ba90-86c398732af6_274244.jpg","images/na__molo_nik_krem_pendir_75qr_386.jpg"
"388","Bravo Supermarket Bulbul kuc.","Felix Sensation Pişiklər üçün Nəm Yem Ördək Əti ilə Sousunda 75qr","0.75","0.95","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/390e8746-0923-11ef-918e-e6fbc3e1a25f_610622.jpg","images/felix_sensation_pi_ikl_r____n_n_m_yem__rd_k__ti_il_387.jpg"
"389","Bravo Supermarket Bulbul kuc.","Eti Hoşbeş Çiyələkli 40qr","0.60","0.75","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/e45b5054-0ba6-11ef-9a98-2ec1da768d64_223782.jpg","images/eti_ho_be___iy_l_kli_40qr_388.jpg"
"390","Bravo Supermarket Bulbul kuc.","Sladonej Vafli Qatılaşdırılmış Süd ilə 270qr","2.19","2.55","14%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/3f9c91b8-0c55-11ef-b15f-8a8460b54bf0_475729.jpg","images/sladonej_vafli_qat_la_d_r_lm___s_d_il__270qr_389.jpg"
"391","Bravo Supermarket Bulbul kuc.","Arko Sabun Pambıq Ətirli 90qr","0.95","1.30","27%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/c81dfe2e-0925-11ef-b26b-623377adb5c6_216143.jpg","images/arko_sabun_pamb_q__tirli_90qr_390.jpg"
"392","Bravo Supermarket Bulbul kuc.","Nid Toyuq Kababı Ədviyyatı 25qr","0.99","1.29","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/c6e3a4fc-2bdc-11f0-a6ec-0a6cc93f94e1_258129.jpg","images/nid_toyuq_kabab___dviyyat__25qr_391.jpg"
"393","Bravo Supermarket Bulbul kuc.","Felix Sensation Pişiklər üçün Nəm Yem Mal Əti ilə Tomat Sousunda 75qr","0.75","0.95","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/3903de7c-0923-11ef-a521-e6f3dc9c4ab3_610620.jpg","images/felix_sensation_pi_ikl_r____n_n_m_yem_mal__ti_il___392.jpg"
"394","Bravo Supermarket Bulbul kuc.","Nid Kartof üçün Ədviyyat 25qr","0.99","1.29","23%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/06bd1cb8-0ba7-11ef-a217-d28da8849022_258131.jpg","images/nid_kartof____n__dviyyat_25qr_393.jpg"
"395","Bravo Supermarket Bulbul kuc.","N1 Kəsmik 200 qr","1.69","2.10","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/shared/8e6285d8-23dd-11ef-853c-d6750a7ac296_30169764_a277d5a6_c2ae_4f79_b070_311fe418824a_767x1000_photoroom.jpg","images/n1_k_smik_200_qr_394.jpg"
"396","Bravo Supermarket Bulbul kuc.","Eti Hoşbeş Vafli Kakao 40qr","0.60","0.75","20%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/8288d798-0926-11ef-a6ee-e6f3dc9c4ab3_223786.jpg","images/eti_ho_be__vafli_kakao_40qr_395.jpg"
"397","Bravo Supermarket Bulbul kuc.","Vichi Xərçəng Çubuqları 100qr","1.75","2.45","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/a2877680-0c5a-11ef-bca4-96c6e74c9834_244535.jpg","images/vichi_x_r__ng__ubuqlar__100qr_396.jpg"
"398","Bravo Supermarket Bulbul kuc.","Çiko Qara Tum 120qr","0.89","1.25","29%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/8c62de1a-0928-11ef-ae23-ee53159dff14_291252.jpg","images/_iko_qara_tum_120qr_397.jpg"
"399","Bravo Supermarket Bulbul kuc.","Aktivya Qaragilə Taxıllı Yoqurt 110qr","1.05","1.20","13%","https://wolt-menu-images-cdn.wolt.com/menu-images/672b2063a6c24d27db115384/69051cca-beb9-11ef-8f1f-12900f08e09c_4870206415511.jpg","images/aktivya_qaragil__tax_ll__yoqurt_110qr_398.jpg"
"400","Bravo Supermarket Bulbul kuc.","Felix Sensation Pişiklər üçün Nəm Yem Toyuq Əti ilə Tomat Sousunda 75qr","0.75","0.95","21%","https://wolt-menu-images-cdn.wolt.com/menu-images/66348f21f221b23d85139cf6/3904201c-0923-11ef-80f6-e6f3dc9c4ab3_610621.jpg","images/felix_sensation_pi_ikl_r____n_n_m_yem_toyuq__ti_il_399.jpg"
